child_mort,life_expec,income,gdpp,total_fer
1.2915323778422956,-1.6190920260077017,-0.808245403048222,-0.6791796085360506,1.9028822700845949
-0.5389488973136866,0.6478664305285681,-0.3753688957256792,-0.4856232358934812,-0.859972814176629
-0.27283273367008587,0.6704232310911183,-0.22084446943385808,-0.46537560856021837,-0.03840439583516186
2.007807659425071,-1.1792344150379779,-0.5850434539600359,-0.5162682934789601,2.1281510299524165
-0.6956341151599187,0.704258431934943,0.1017317740036137,-0.041817134075206375,-0.5419463296573515
-0.5911773032624306,0.5914744291221932,0.08092040345926069,-0.14579143659736693,-0.38293308739771253
-0.5016428930645837,0.3095144220903187,-0.5434207128713299,-0.5332325217852074,-0.8334706071333559
-0.8324227974066294,1.290735246561242,1.2619656818512945,2.13069855546678,-0.6744573648737171
-0.8448581321563303,1.1215592423421175,1.355616849300883,1.857081969882147,-0.9991094011538129
0.02312823337279717,-0.16417838972323065,-0.05955634771512219,-0.38985743093885966,-0.6810829166345354
-0.6085867719120119,0.3659064234966936,0.29943979417496736,0.8228112763722342,-0.720836227199445
-0.7379142533089019,0.6140312296847434,1.2463571539430298,0.42333106141866983,-0.5220696743748965
0.27680906226669677,-0.017559186066654665,-0.7650618091686895,-0.6679613285270807,-0.4094352944409857
-0.5986385041122512,0.6929800316536686,-0.09597624616773998,0.16613147096911476,-0.7738406412859913
-0.815013328757048,-0.017559186066654665,-0.049150662442945685,-0.3794600006866436,-0.9659816423497214
-0.8398839982564499,1.0651672409357427,1.2463571539430298,1.7202736770898306,-0.720836227199445
-0.4842334244150023,0.0952248167460951,-0.4820271697654885,-0.4719424066142496,-0.15766432752989104
1.8088423034298555,-0.9875016102563037,-0.7973194335124367,-0.6679613285270807,1.5981068890869539
0.11017557662070393,0.17417361871501869,-0.557988672252377,-0.590144771586811,-0.3763075356368944
0.20717118766837142,0.11778161730864378,-0.6105373828768683,-0.6010894350101964,0.1669877087502049
-0.7801943914578853,0.704258431934943,-0.38629486526146456,-0.45716711099267937,-1.0852415740444505
0.3539081377148428,-1.5175864234762273,-0.20003309888950507,-0.36194853920922704,-0.045029947595980294
-0.45936275491560036,0.41102002462179416,-0.137598987256446,-0.09654045119213299,-0.7605895377643547
-0.6906599812600384,0.7380936327787676,3.3014799951978904,1.2222914913257983,-0.7340873307210816
-0.6831987804102178,0.3771848237779696,-0.09597624616773998,-0.33513411382193303,-0.9129772282631752
1.9331956509268653,-1.4273592212260278,-0.8176105197931809,-0.6779756955594782,1.9360100288886861
1.376092654140262,-1.4499160217885771,-0.8522614517495286,-0.696800516647701,2.194406547560599
0.1524557147696871,-0.50253039816148,-0.7608995350598189,-0.6664290756478067,-0.045029947595980294
1.7342302949316497,-1.4950296229136777,-0.7536155553692954,-0.6377540574785372,1.432468095066497
-0.8125262618071077,1.211786444592317,1.2255457833986767,1.8844436284406103,-0.8732239176982656
-0.2927292692696074,0.21928721984011923,-0.5886854438052976,-0.5283074232446839,-0.1841665345731642
2.753927744407129,-2.600312850478625,-0.8458099268807793,-0.6850350034675617,1.4987236126746795
2.778798413906531,-1.5852568251638772,-0.7915963066127396,-0.6603547874478279,2.4130497556676023
-0.7354271863589619,0.9636616384042671,0.11734030191187847,-0.0035108120933577455,-0.7075851236778085
-0.5613324998631483,0.45613362574689315,-0.3961802662700323,-0.4599032768485257,-0.8997261247415386
-0.48920755831488266,0.659144830809844,-0.3249013221556232,-0.36742087092091974,-0.6214529507871709
1.2417910388434918,-0.5250871987240286,-0.8186510883203986,-0.6673593720387945,1.1939482316770385
1.9331956509268653,-1.4724728223511274,-0.8603258578354654,-0.6911640149846575,2.3799219968635112
0.6374337700080248,-1.1453992141941531,-0.6219836366762626,-0.5594997140013321,1.3264592668934043
-0.698121182109859,1.1102808420608432,-0.21564162679776983,-0.26071040254291283,-0.6810829166345354
1.8088423034298555,-1.6078136257264275,-0.7520547025784688,-0.6426791560190606,1.538476923239589
-0.815013328757048,0.6478664305285681,0.15376020036449625,0.029323178176798224,-0.9262283317848117
-0.8622676008059116,1.0538888406544682,0.8717524841446754,0.9760365642996285,-1.0123605046754494
-0.867241734705792,0.7832072339038681,0.5803932965237332,0.3740800760134359,-0.9527305388280849
-0.8498322660562107,1.0087752395293677,1.3972395903895891,2.4645107898800322,-0.7142106754386266
-0.0962509802243322,0.45613362574689315,-0.31449563688344667,-0.411199524614461,-0.23054539689889206
-0.3275482065687701,0.6929800316536686,-0.4055453830149911,-0.454430945136833,-0.19079208633398234
-0.22806552857116236,-0.006280785785380329,-0.37901088557094104,-0.5671609783977019,0.1603621569893865
-0.47428515661524157,0.39974162434051824,-0.5122036570548003,-0.5458188847221005,-0.4491886050058954
1.8088423034298555,-1.0890072127877783,0.8613467988724989,0.22632711979773404,1.4987236126746795
0.4210589453632281,-0.998780010537578,-0.8181308040567897,-0.6830649640513524,1.1011905070255827
-0.8398839982564499,0.6140312296847434,0.28903410890279085,0.0895188270054175,-0.813593951850901
-0.352418876068172,-0.5927576004116795,-0.5096022357367562,-0.5097014954249289,-0.1841665345731642
-0.8771900025055528,1.0651672409357427,1.1787201996738823,1.8187756479002983,-0.7142106754386266
-0.8473451991062704,1.2230648448735928,1.027837763227323,1.5123250720455093,-0.6082018472655343
0.6324596361081445,-0.8634392071622788,-0.09077340353165173,-0.2306125781286032,0.7500362637022137
1.0453127497982164,-0.5702007998491292,-0.8056439817301779,-0.6786870986819983,1.8300012007155937
-0.5414359642636267,0.25312242068394386,-0.5418598600805034,-0.5474605842356083,-0.6810829166345354
-0.8473451991062704,1.076445641217017,1.209937255490412,1.5779930525858212,-1.0322371599579043
0.9060370006015658,-0.9423880091312031,-0.7328041848249424,-0.6377540574785372,0.8759217471577607
-0.8548063999560911,1.1102808420608432,0.6012046670680862,0.7626156275436149,-0.9726071941105398
-0.5886902363124904,0.08394641646481918,-0.3092927942473584,-0.3061307557499619,-0.46906526028835016
-0.07138031072493027,0.08394641646481918,-0.542900428607721,-0.5545746154608088,0.28624764044493384
1.7591009644310518,-1.4160808209447526,-0.8300973421197927,-0.6739808934099426,1.5848557855653171
1.8834543119280613,-1.686762427695352,-0.8196916568476161,-0.6795079484387522,1.3927147845015868
-0.016664837826245955,-0.5702007998491292,-0.5881651595416889,-0.5430827188662541,-0.19741763809480078
4.221297244871843,-4.337186493794972,-0.8139685299479191,-0.6732147669703057,0.25311988164084254
-0.802577994007347,0.4448552254656188,0.26822273835843785,0.007433851330027577,-1.1249948846093603
-0.8871382703053136,1.290735246561242,1.126691773313,1.583465384297514,-0.49556746733162327
0.5105933555610749,-0.49125199788020407,-0.6625658092377509,-0.6355651247938602,-0.23054539689889206
-0.12360871667367436,-0.07395118747302955,-0.45341153526700306,-0.5392520866680693,-0.3100520180287115
-0.4717980896653013,0.4448552254656188,0.013283449190113374,-0.35209834212818025,-0.7870917448076278
-0.034074306475827376,-0.37846799506745427,-0.2312501547060346,-0.4631866758755413,1.0680627482214908
-0.8473451991062704,1.1102808420608432,1.4856879152030895,1.955583940692615,-0.5949507437438978
-0.8373969313065097,1.2230648448735928,0.6480302507928805,0.9650919008762432,0.05435332881629388
-0.8523193330061509,1.2569000457174175,0.9914178647747053,1.2496531498842616,-0.9858582976321764
-0.5016428930645837,0.46741202602816906,-0.4757837586021826,-0.4533364787944945,-0.5154441226140783
-0.8722158686056724,1.3809624488114416,0.9706064942303522,1.725746008801523,-1.0322371599579043
-0.42703088456637783,0.5914744291221932,-0.3993019718516852,-0.5080597959114211,0.47176308974784587
-0.41708261676661706,-0.24312719169215422,0.15376020036449625,-0.21310111665118667,-0.23054539689889206
0.5951536318590416,-0.874717607443554,-0.7629806721142542,-0.656524155249643,0.9421772647659439
0.6075889666087425,-1.1115640133503277,-0.8020019918849162,-0.6279038603974904,0.5910230214425748
-0.6831987804102178,0.8621560358727933,3.020526492849125,1.3974061060999634,-0.48894191557080513
-0.2156301938214614,-0.23184879141087988,-0.7468518599423807,-0.6612850838388157,0.10073219114202205
1.010493812499054,-0.7619336046308042,-0.6849380325729304,-0.6470570213884147,0.13385994994611333
-0.7578107889084236,0.28695762152776844,0.06010903291490766,-0.09106811948044033,-1.052113815240359
-0.6956341151599187,1.0426104403731922,-0.04394781980685743,-0.22459301324574127,-0.886475021219902
1.527803738086614,-2.713096853291375,-0.7681835147503425,-0.6454153218749069,0.2332432263583875
1.2691487752928339,-1.1002856130690535,-0.8555912710366251,-0.691547078204476,1.3728381292191318
-0.5389488973136866,0.6253096299660178,0.6480302507928805,-0.047289465786899035,-0.35643088035443937
-0.8000909270574068,0.2982360218090444,0.2057886267253788,-0.052761797498591695,-0.9593560905889031
-0.8821641364054332,1.211786444592317,3.8789955278036867,5.036506694375584,-0.8732239176982656
-0.6931470482099785,0.3884632240592439,-0.2988871089751819,-0.46099774319086423,-0.979232745871358
0.5951536318590416,-1.1002856130690535,-0.8196916568476161,-0.6868408729324204,1.094564955264764
1.298993578692116,-1.9687224347272263,-0.8384218903375339,-0.6843236003450417,1.5649791302828622
-0.7553237219584834,0.4448552254656188,0.2057886267253788,-0.21310111665118667,-0.5286952261357148
-0.6235091736116531,0.8283208350289687,-0.3457126926999762,-0.3209060513715321,-0.4756908120491686
2.4554797104143056,-1.2469048167256278,-0.7947180121943925,-0.670697494382927,2.3865475486243293
-0.7826814584078254,1.0990024417795672,0.5803932965237332,0.44522038826544047,-1.052113815240359
1.4706011982379896,-0.2656839922547045,-0.7192767939711129,-0.6437736223613991,1.3463359221758593
-0.5787419685127296,0.3207928223715947,-0.06475919035121044,-0.2716550659662981,-0.9129772282631752
0.04302476897231865,-0.5814792001304036,-0.7182362254438952,-0.552932915947301,0.3392520545314801
-0.5240264956140454,-0.09650798803557983,-0.6885800224181922,-0.6202425960011206,-1.1117437810877235
-0.3026775370693682,-0.49125199788020407,-0.4908720022468385,-0.5644248125418555,-0.20404318985561892
-0.7826814584078254,0.659144830809844,-0.1636132004368873,-0.34388984456064126,-0.7804661930468095
-0.1186345827737939,0.332071222652869,-0.5569481037251593,-0.5545746154608088,-0.24379650042052864
1.5601356084358364,-1.8108248307893768,-0.8442490740899528,-0.6865125330297188,1.730617924303319
0.6498691047577259,-0.4235815961925548,-0.6984654234267599,-0.6553749655901876,-0.35643088035443937
0.44095548096274956,-1.3484104192571025,-0.4518506824761766,-0.42542758706486195,0.43200977918293615
0.21711945546813216,-0.25440559197343016,-0.7884746010310867,-0.6770453991684905,-0.22391984513807392
-0.8398839982564499,1.1441160429046677,1.475282229930913,2.0431412480796975,-0.7672150895251729
-0.7976038601074665,1.166672843467218,0.7885070019672633,1.1347341839387157,-0.5154441226140783
2.1072903374226786,-1.325853618694553,-0.8496600304314845,-0.6903978885450206,3.009349414141248
2.2813850239184923,-1.134120813912878,-0.6240647737306978,-0.5819362740192721,1.9161333736062311
-0.8722158686056724,1.1779512437484922,2.3493597927937397,4.095265639964446,-0.6612062613520805
-0.660815177860756,0.6253096299660178,1.4648765446587364,0.34671841745497256,-0.03177884407434372
1.3387866498911591,-0.5927576004116795,-0.6693295046646657,-0.6525293531001074,0.5976485732033932
-0.4618498218655406,0.8170424347476928,-0.09077340353165173,-0.26727720059694404,-0.21729429337725548
-0.352418876068172,0.39974162434051824,-0.5127239413184091,-0.5326852886140381,-0.14441322400825446
-0.44692742016589937,0.8283208350289687,-0.37380804293485276,-0.43473055097473945,-0.2702987074638018
-0.15842765397283703,-0.175456790004505,-0.6006519818683007,-0.5928809374426574,0.14048550170693178
-0.802577994007347,0.6478664305285681,0.24220852517799657,-0.01992780722843573,-1.0189860564362678
-0.8548063999560911,1.0426104403731922,0.5231620275267623,0.5218330322291378,-1.0322371599579043
-0.7279659855091413,1.0087752395293677,5.611542125621075,3.13760759041823,-0.5816996402222612
-0.6657893117606364,0.35462802321541925,0.03409481973446639,-0.25906870302940505,-0.8997261247415386
-0.7030953160097393,-0.1528999894419547,0.3098454794471439,-0.12390210975059629,-0.9129772282631752
0.6299725691582042,-0.6717064023806046,-0.8217727939020515,-0.6786323753648814,1.0349349894173996
-0.4817463574650621,0.10650321702736945,-0.6110576671404772,-0.5206461588483142,0.9223006094834889
-0.5613324998631483,0.512525627153268,1.4700793872948246,0.34671841745497256,0.00797446649056601
0.7095587115562904,-0.7393768040682539,-0.778589200022519,-0.6547182857847844,1.399340336262405
-0.7627849228083039,0.46741202602816906,-0.2312501547060346,-0.4133884572991381,-1.025611608197086
-0.5936643702123708,0.3207928223715947,0.169368728272761,-0.11842977803890363,-0.5154441226140783
3.02750510890055,-1.7544328293830018,-0.8285364893289662,-0.6876069993720574,1.4920980609138614
-0.8821641364054332,1.3696840485301673,2.859238371130389,1.8406649747470691,-1.1912504022175432
-0.7777073245079451,0.5576392282783685,0.41910517480499726,0.19896546123927072,-1.005734952914631
-0.8722158686056724,1.0087752395293677,0.6012046670680862,0.5710840176343717,-0.9129772282631752
-0.2529361980705643,-0.998780010537578,-0.799400570566872,-0.6388485238208758,0.8560450918753063
0.38375294111412517,-1.833381631351927,-0.2676700531586524,-0.3110558542904853,-0.2371709486597105
-0.8498322660562107,1.076445641217017,0.6896529918815865,0.4999437053823671,-1.1382459881309968
